,QuantileTransf_Nitrogen,QuantileTransf_Phosphorus,QuantileTransf_Potassium,QuantileTransf_Temperature,QuantileTransf_Humidity,QuantileTransf_pH_Value,QuantileTransf_Rainfall
0,0.8074289049225601,-0.25490199055947255,0.38978343113916375,-0.9774863100382567,0.1548726152027478,0.12716906351830926,1.5820047496982474
1,0.6847629895935872,0.27308902265274115,0.32161055351265844,-0.8449632185520652,-0.016569312159671282,0.8323090603648392,1.8488745953737236
2,0.32822341801540306,0.11820414480337647,0.42660141122947615,-0.6275857682770939,0.18699625189102612,1.7857851019303748,2.2735787497428497
3,0.4864803604206456,-0.5163562651199474,0.287442172763095,0.20596080624227733,-0.037778675080025845,0.7635461881903932,2.0363240928328468
4,0.5394308637341482,-0.25490199055947255,0.3534865321372101,-1.0823290346208927,0.1164813962230131,1.5126957499452902,2.2446232821448033
5,0.43210422284237443,-0.43072729929545744,0.3534865321372101,-0.6129966481187781,0.29405127062017405,0.877766678881403,2.129657535647237
6,0.43210422284237443,0.11820414480337647,0.22262956564382042,-0.68776439360912,0.2098772669369428,-1.1246784549088136,2.3934804496652555
7,0.9108728690353499,0.05397264705241303,0.287442172763095,-1.0578522583204681,0.24165085839956116,-1.0857213094445435,2.015177074294978
8,0.7765277585872264,0.07912030015842841,0.22262956564382042,-0.27507919393807745,0.31679272712693995,0.3557896845748331,1.8666214769359946
9,0.4224827724521058,0.27308902265274115,0.22262956564382042,-0.5681767797150132,0.26258659195872774,-0.14228467687920748,1.7738660917093294
10,0.839121020439341,0.05397264705241303,0.287442172763095,0.21573939032160042,0.09828863790024255,-1.6831317879063665,2.2913703276555646
11,0.8074289049225601,-0.1359106806464805,0.3534865321372101,-0.3852520538968567,0.10255706471706522,1.3828040469351326,2.123102582822199
12,0.5394308637341482,0.27308902265274115,0.42660141122947615,0.2670095645945761,0.0383598467958478,-1.8115882027661194,2.648552960305261
13,0.8883093448377877,0.16891199278645552,0.15746946013461435,-0.3779977844963928,0.15902865091044296,0.771794421821818,1.2475777796415088
14,0.9108728690353499,-0.030114199911264863,0.18547963396527692,0.018810997642207297,0.021567451747309705,0.7162397344879262,1.6460503097567274
15,0.32822341801540306,-0.07912030015842841,0.2587919156837877,-0.3337229523364001,-0.018817998170452398,0.8399469428303893,1.876061388615215
16,0.6847629895935872,-0.38978343113916375,0.32161055351265844,-0.8660851052168104,0.23145509383073964,-0.25767517352833036,2.4866929216434372
17,0.839121020439341,-0.5163562651199474,0.2587919156837877,-0.4326842342369389,-0.005979144129472254,0.7459294299316201,1.615375799963538
18,0.5278584320484618,-0.38978343113916375,0.15746946013461435,-0.8305498131791792,-0.031363425935330966,-0.6991544239783679,1.8120942240174236
19,0.7496700441538358,-0.5163562651199474,0.287442172763095,-0.48643605067128565,0.3231059785292367,-0.8507803264494218,2.88611271537584
20,0.7765277585872264,-0.16763953501309753,0.15746946013461435,-0.9032673656217807,5.2839779698797144e-05,0.03507670130661774,1.2503036368266338
21,0.5120605851503511,-0.3163303832842014,0.38978343113916375,-0.11163462168440155,0.26838478907216734,-1.8414886031629671,1.8806544390403004
22,0.40744159301214816,0.3268997056244447,0.32161055351265844,-0.8236842977119498,0.048817188894062835,-0.6156759447028365,1.6906311144203328
23,0.6363865203698571,-0.27830168756579526,0.38978343113916375,-0.9430670837750187,0.21390392663488816,-0.24689342909890646,1.9121830091716303
24,1.0082940609516682,-0.10936510116177123,0.18547963396527692,-0.5060146404598097,0.08943357316130779,1.2219905931467667,1.7964631120322765
25,0.39520352327432046,0.05397264705241303,0.32161055351265844,-0.13669282222236073,0.004346645052966545,1.6746464527532936,2.169697606330368
26,0.9856104168672697,0.3268997056244447,0.38978343113916375,0.18039783683258334,0.3652103755049293,-0.19815669333448838,2.3948593688673414
27,0.9856104168672697,-0.030114199911264863,0.32161055351265844,-0.2721511378847047,0.008416464894815158,0.8721177481044804,2.214913989549361
28,0.32822341801540306,-0.05271629197282185,0.42660141122947615,-0.9893972009107499,0.39619219263821065,-0.2634124533793465,1.976247458552674
29,0.6627237321480087,-0.0025091400448744995,0.11062728256906962,-0.7698454780913293,0.018979574181801732,-0.5731471158577266,1.5138684534981866
30,0.4752137400618246,0.22134370153416588,0.32161055351265844,-0.8830523957602465,0.4288890706519311,-0.8995435044343136,2.4159705708888466
31,0.8661892521534974,-0.5163562651199474,0.287442172763095,-0.7863291034038596,-0.01501188673825538,-0.10892945737472833,1.5561194420680318
32,0.6847629895935872,-0.43072729929545744,0.2587919156837877,-0.27259533900912253,0.22427684862487274,-0.09633474093018399,1.8241542902717693
33,1.0082940609516682,0.05397264705241303,0.22262956564382042,-1.0641012868828,0.12118851695057668,-1.880822034907828,2.362672893153276
34,0.7496700441538358,0.07912030015842841,0.42660141122947615,0.0380911912612394,0.35212688549617743,-0.40631410756864583,1.9131714063335308
35,0.9416998217386928,0.11820414480337647,0.3534865321372101,0.2653475246962895,0.17001121864254676,-0.7061298158069825,1.4005445456675285
36,1.0465757410306638,0.22134370153416588,0.11062728256906962,0.2614859838104884,0.07626526337963102,-0.6856659435117799,2.41740333112193
37,0.9416998217386928,-0.3534865321372101,0.15746946013461435,-0.40987326679755165,0.2721588092291035,-1.4608787587488927,2.676142846277466
38,0.32822341801540306,-0.2316410556979774,0.42660141122947615,-0.9510890783994683,0.2552359370914025,1.2678832309664247,3.8514696266351844
39,0.37090175128909675,-0.20209834734161103,0.32161055351265844,-0.3539696489471834,0.33845723291372753,-1.3801876075828121,2.1705066248970497
40,0.35883340680587744,-0.25490199055947255,0.15746946013461435,-0.668817382358643,0.1602369462960661,0.007835639129904117,2.1025408506425856
41,0.3789773215364033,-0.16763953501309753,0.38978343113916375,0.01051295753661645,0.31521757881096907,-1.5373719979963423,1.6569872418710008
42,0.6363865203698571,0.38437476577437274,0.15746946013461435,-0.0007461218943481088,-0.03949674008446145,0.6480319869948166,1.5626326948819202
43,0.6089726877092596,-0.3163303832842014,0.287442172763095,-0.4186612402851611,0.4178068902650235,-0.2316685625840354,5.19933758270342
44,0.6847629895935872,0.026348991391809306,0.48365796677876627,0.17103442735669358,0.19316515657770628,1.049063739401361,2.300659092614485
45,0.839121020439341,-0.5163562651199474,0.22262956564382042,-0.18465548249984617,0.004587061988509623,-0.43286096692779713,1.2207897150335079
46,0.5120605851503511,-0.05271629197282185,0.3534865321372101,-0.16521788035878512,0.39318300105760257,-1.7693914192589726,1.4874472057461627
47,0.4864803604206456,-0.3534865321372101,0.22262956564382042,-0.5657225961855813,0.40491046820362153,1.6845026592669012,1.910296771968428
48,0.5510759931392373,-0.2316410556979774,0.2587919156837877,-0.857735652783626,0.025218288825519,0.8587737975187455,1.671828584945808
49,0.7496700441538358,0.11820414480337647,0.48365796677876627,-0.25179772631438263,-0.006272565940980037,1.6215358236092503,2.147800582507596
50,0.32822341801540306,-0.47240654071462673,0.38978343113916375,-0.5207667889465359,0.2657947904142679,-1.7233913288917388,1.7616800114038935
51,0.5120605851503511,0.38437476577437274,0.2587919156837877,-1.1073194039475713,-0.011960216009001243,0.4801379253951872,1.6353496726704797
52,0.8883093448377877,0.16891199278645552,0.3534865321372101,-0.4120112722720731,0.17860730166392225,1.2262129183004977,1.4393501301724285
